event_url,round,Rank,Lane,Athlete,Nation,Result,Notes
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,4,1,María Carmona,Nicaragua,11.88,"q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,5,7,Safiatou Acquaviva,Guinea,11.97,"q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,6,5,Chloe David,Vanuatu,12.44,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,7,3,Shahd Ashraf,Qatar,12.53,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,8,4,Alisar Youssef,Syria,12.93,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,9,8,Kimia Yousofi,Afghanistan,13.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,1,9,Zahria Allers-Liburd,Saint Kitts and Nevis,11.73,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,2,8,Asimenye Simwaka,Malawi,11.78,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,3,6,Mariandrée Chacón,Guatemala,11.90,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,4,1,Georgiana Sesay,Sierra Leone,11.99,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,5,5,Naomi Akakpo,Togo,12.34,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,6,7,Marie-Charlotte Gastaud,Monaco,12.41,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,7,2,Sefora Ada Eto,Equatorial Guinea,13.63,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,8,4,Temalini Manatoa,Tuvalu,14.04,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,9,3,Sharon Firisua,Solomon Islands,14.31,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,1,6,Sha'Carri Richardson,United States,10.94,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,2,8,Patrizia Van Der Weken,Luxembourg,11.14,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,3,7,Bree Masters,Australia,11.26,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,4,5,Jacqueline Madogo,Canada,11.27,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,5,3,Lorène Dorcas Bazolo,Portugal,11.38,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,6,9,Tristan Evelyn,Barbados,11.55,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,7,4,Trần Thị Nhi Yến,Vietnam,11.79,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,8,1,Asimenye Simwaka,Malawi,11.91,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,9,2,Thelma Davies,Liberia,12.05,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,1,9,Julien Alfred,Saint Lucia,10.95,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,2,6,Zoe Hobbs,New Zealand,11.08,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,3,2,Zaynab Dosso,Italy,11.30,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,4,4,Michelle-Lee Ahye,Trinidad and Tobago,11.33,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,5,8,Yunisleidy García,Cuba,11.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,6,1,Gorete Semedo,São Tomé and Príncipe,11.43,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,7,5,Olivia Fotopoulou,Cyprus,11.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,8,7,Destiny Smith-Barnett,Liberia,11.99,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,9,3,Georgiana Sesay,Sierra Leone,12.15,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,1,3,Daryll Neita,Great Britain,10.92,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,2,9,Melissa Jefferson,United States,10.96,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,3,4,Boglárka Takács,Hungary,11.10,"Q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,4,5,Karolína Maňasová,Czech Republic,11.11,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,5,1,Gémima Joseph,France,11.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,6,6,Ella Connolly,Australia,11.29,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,7,8,Magdalena Stefanowicz,Poland,11.47,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,8,2,Guadalupe Torrez,Bolivia,11.68,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,9,7,Zhang Bo-ya,Chinese Taipei,11.88,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,1,4,Audrey Leduc,Canada,10.95,"Q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,2,8,Tia Clayton,Jamaica,11.00,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,3,1,Imani Lansiquot,Great Britain,11.10,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,4,6,Maboundou Koné,Ivory Coast,11.17,=PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,5,5,Julia Henriksson,Sweden,11.26,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,6,9,Ge Manqi,China,11.45,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,7,2,Alessandra Gasparelli,San Marino,11.54,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,8,3,Vitória Cristina Rosa,Brazil,12.02,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 4,9,7,Safiatou Acquaviva,Guinea,12.07,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,1,3,Ewa Swoboda,Poland,10.99,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,2,2,Dina Asher-Smith,Great Britain,11.01,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,3,5,Rosemary Chukwuma,Nigeria,11.26,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,4,6,Ana Carolina Azevedo,Brazil,11.32,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,5,7,Géraldine Frey,Switzerland,11.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,6,4,Ángela Tenorio,Ecuador,11.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,7,8,Farzaneh Fasihi,Iran,11.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,8,1,Leonie Beu,Papua New Guinea,11.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 5,9,9,Mariandrée Chacón,Guatemala,12.06,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,1,5,Twanisha Terry,United States,11.15,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,2,3,Shashalee Forbes,Jamaica,11.19,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,3,4,Leah Bertrand,Trinidad and Tobago,11.27,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,4,1,Salomé Kora,Switzerland,11.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,5,6,Cecilia Tamayo-Garza,Mexico,11.39,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,6,8,Viktória Forster,Slovakia,11.44,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,7,7,Lotta Kemppinen,Finland,11.56,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,8,2,Zahria Allers-Liburd,Saint Kitts and Nevis,11.89,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 6,9,9,María Carmona,Nicaragua,12.00,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,1,1,Gina Bass-Bittaye,The Gambia,11.01,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,2,4,Mujinga Kambundji,Switzerland,11.05,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,3,6,Delphine Nkansa,Belgium,11.20,"Q, =PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,4,5,Polyniki Emmanouilidou,Greece,11.25,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,5,7,Rebekka Haase,Germany,11.28,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,6,3,Tima Seikeseye Godbless,Nigeria,11.33,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,7,8,Veronica Shanti Pereira,Singapore,11.63,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,8,2,Halle Hazzard,Grenada,11.70,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 7,9,9,Xenia Hiebert,Paraguay,11.82,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,1,2,Marie-Josée Ta Lou-Smith,Ivory Coast,10.87,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,2,7,Shelly-Ann Fraser-Pryce,Jamaica,10.92,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,3,4,Gina Lückenkemper,Germany,11.08,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,4,6,Rani Rosius,Belgium,11.10,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,5,8,Gladymar Torres,Puerto Rico,11.12,"q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,6,3,Natacha Ngoye,Republic of the Congo,11.36,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,7,5,Joella Lloyd,Antigua and Barbuda,11.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,8,1,Regine Tugade-Watson,Guam,11.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 8,9,9,Valentina Meredova,Turkmenistan,11.95,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,1,4,Melissa Jefferson,United States,10.99,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,2,7,Marie Josée Ta Lou-Smith,Ivory Coast,11.01,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,3,8,Mujinga Kambundji,Switzerland,11.05,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,4,6,Ewa Swoboda,Poland,11.08,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,5,5,Dina Asher-Smith,Great Britain,11.10,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,6,3,Shashalee Forbes,Jamaica,11.20,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,7,9,Boglárka Takács,Hungary,11.26,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,8,2,Rani Rosius,Belgium,11.29,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 1,9,1,Zaynab Dosso,Italy,11.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,1,6,Julien Alfred,Saint Lucia,10.84,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,2,7,Sha'Carri Richardson,United States,10.89,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,3,4,Gina Mariam Bass Bittaye,The Gambia,11.10,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,4,8,Patrizia van der Weken,Luxembourg,11.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,5,3,Imani-Lara Lansiquot,Great Britain,11.21,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,6,9,Gladymar Torres,Puerto Rico,11.33,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,7,2,Bree Masters,Australia,11.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,8,1,Rosemary Chukwuma,Nigeria,11.39,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 2,,5,Shelly-Ann Fraser-Pryce,Jamaica,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,1,6,Tia Clayton,Jamaica,10.89,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,2,4,Daryll Neita,Great Britain,10.97,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,3,7,Twanisha Terry,United States,11.07,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,4,8,Gina Lückenkemper,Germany,11.09,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,5,5,Audrey Leduc,Canada,11.10,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,6,3,Zoe Hobbs,New Zealand,11.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,7,9,Delphine Nkansa,Belgium,11.28,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,8,2,Karolína Maňasová,Czech Republic,11.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Heat 3,9,1,Leah Bertrand,Trinidad and Tobago,11.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,,6,Julien Alfred,Saint Lucia,10.72,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,,7,Sha'Carri Richardson,United States,10.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,,5,Melissa Jefferson,United States,10.92,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,4,8,Daryll Neita,Great Britain,10.96,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,5,9,Twanisha Terry,United States,10.97,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,6,2,Mujinga Kambundji,Switzerland,10.99,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,7,4,Tia Clayton,Jamaica,11.04,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_100_metres,Final,8,3,Marie Josée Ta Lou-Smith,Ivory Coast,13.84,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,1,4,Joseph Fahnbulleh,Liberia,20.20,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,2,9,Eseosa Desalu,Italy,20.26,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,3,3,Wayde van Niekerk,South Africa,20.42,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,4,7,Ryan Zeze,France,20.49,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,5,8,Felix Svensson,Switzerland,20.54 (.534),
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,6,2,Cheickna Traore,Ivory Coast,20.54 (.536),
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,7,5,Calab Law,Australia,20.75,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 1,8,6,Albert Komański,Poland,20.77,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,1,3,Tarsis Orogot,Uganda,20.32,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,2,9,Wanya McCoy,Bahamas,20.35,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,3,6,Renan Gallina,Brazil,20.41,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,4,7,Andrew Hudson,Jamaica,20.53,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,5,2,Udodi Onwuzurike,Nigeria,20.55,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,6,8,César Almirón,Paraguay,20.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,7,4,Tomáš Němejc,Czech Republic,21.03,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 2,—,5,José González,Dominican Republic,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,1,3,Letsile Tebogo,Botswana,20.10,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,2,4,Makanakaishe Charamba,Zimbabwe,20.27,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,3,8,Filippo Tortu,Italy,20.29,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,4,2,Brendon Rodney,Canada,20.30,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,5,5,Timothé Mumenthaler,Switzerland,20.63,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,6,7,Koki Ueyama,Japan,20.84,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 3,7,6,Benjamin Richardson,South Africa,51.86,injury[14]
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,1,3,Kenneth Bednarek,United States,19.96,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,2,5,Alexander Ogando,Dominican Republic,20.04,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,3,2,Joshua Hartmann,Germany,20.30,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,4,7,Diego Pettorossi,Italy,20.63,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,5,4,Shota Iizuka,Japan,20.67,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,6,6,Ondřej Macík,Czech Republic,21.04,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 4,—,8,Zharnel Hughes,Great Britain,DNS,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,1,4,Erriyon Knighton,United States,19.99,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,2,3,Tapiwanashe Makarawu,Zimbabwe,20.07,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,3,7,Shaun Maswanganyi,South Africa,20.20,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,4,2,Aaron Brown,Canada,20.36,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,5,9,Ian Kerr,Bahamas,20.53,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,6,6,Pablo Mateo,France,20.58,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_200_metres,Heat 5,7,8,Erik Erlandsson,Sweden,20.65,
